title,title_clean,release_year,budget,revenue,genres_clean,on_netflix
Pokémon the Movie: Diancie and the Cocoon of Destruction,pokémon the movie: diancie and the cocoon of destruction,2014,24720400.0,,Animation,False
Pokémon the Movie: Hoopa and the Clash of Ages,pokémon the movie: hoopa and the clash of ages,2015,150000000.0,,"Adventure, Animation, Action",False
Zid,zid,2014,1556288.0,1268395.0,"Thriller, Romance",False
The Transporter Refueled,the transporter refueled,2015,25000000.0,72629670.0,"Thriller, Action, Crime",False
La Vérité si je Mens ! 3,la vérité si je mens ! 3,2012,25496629.0,40924982.0,Comedy,False
Would I Lie to You? 2,would i lie to you? 2,2001,12560000.0,42700000.0,Comedy,False
Knock Knock,knock knock,2015,2500000.0,6341684.0,"Drama, Thriller",True
The Nightmare,the nightmare,2015,,28281.0,"Horror, Documentary",False
The Crossing,the crossing,2014,40000000.0,,Drama,False
Man Down,man down,2016,,454516.0,"Drama, Thriller",False
Dreaming of Space,dreaming of space,2005,2000000.0,696681.0,Drama,False
Silenced,silenced,2011,2200000.0,31500000.0,Drama,False
Devil's Den,devil's den,2006,1500000.0,,"Action, Horror, Thriller",False
Jersey Shore Massacre,jersey shore massacre,2014,1400000.0,,"Horror, Comedy",False
Rise of the Animals,rise of the animals,2012,7000.0,,"Comedy, Horror, Adventure",False
The House of Usher,the house of usher,2007,130000.0,1677.0,"Drama, Horror, Thriller",False
The Beauty Inside,the beauty inside,2015,,108083.0,"Fantasy, Romance",False
Life,life,2015,12000000.0,,Drama,False
Demolition,demolition,2016,10000000.0,1978592.0,"Comedy, Drama",False
Frau Müller muss weg!,frau müller muss weg!,2015,,9127383.0,Comedy,False
Gun Hill Road,gun hill road,2011,119567.0,,Drama,False
Maléfique,maléfique,2002,1500000.0,,"Fantasy, Horror, Mystery",False
Our Brand Is Crisis,our brand is crisis,2015,28000000.0,7002261.0,"Comedy, Drama",False
Agneepath,agneepath,2012,11097000.0,49028000.0,"Action, Crime, Drama",False
Cocktail,cocktail,2012,6400000.0,18800000.0,"Romance, Drama, Comedy",False
The Assassin,the assassin,2015,15000000.0,632542.0,"Action, Drama, History",False
High-Rise,high-rise,2015,,346472.0,Drama,False
The Night Before,the night before,2015,25000000.0,52395996.0,Comedy,False
Time Out of Mind,time out of mind,2014,,166775.0,Drama,False
Chain of Command,chain of command,2015,5000000.0,,"Thriller, Adventure, Action",False
Everest,everest,2015,55000000.0,203427584.0,"Adventure, Drama",False
Puella Magi Madoka Magica the Movie Part III: Rebellion,puella magi madoka magica the movie part iii: rebellion,2013,,12947880.0,"Mystery, Animation, Fantasy",False
The Brand New Testament,the brand new testament,2015,8555500.0,,"Comedy, Fantasy",False
Monster Hunt,monster hunt,2015,40000000.0,385284817.0,"Action, Comedy, Fantasy",False
Spotlight,spotlight,2015,20000000.0,88346473.0,"Drama, Thriller, History",True
Son of Saul,son of saul,2015,1000000.0,1777043.0,"War, Drama, Thriller",False
Pawn Sacrifice,pawn sacrifice,2015,19000000.0,5578519.0,"Thriller, Drama",False
Hardcore Henry,hardcore henry,2015,10000000.0,14333790.0,"Action, Adventure, Science Fiction",True
Carmen,carmen,1915,23430.0,,Drama,False
Burnt,burnt,2015,20000000.0,36606743.0,Drama,False
Queen of the Desert,queen of the desert,2015,15000000.0,,"Drama, History",True
The Saint of Gamblers,the saint of gamblers,1995,,13.0,"Action, Comedy, Foreign",False
Sriracha,sriracha,2013,20000.0,,Documentary,False
Evil Things,evil things,2009,20000.0,,Horror,False
Fuck You Goethe 2,fuck you goethe 2,2015,,83027924.0,Comedy,False
Pay the Ghost,pay the ghost,2015,,2160298.0,"Horror, Thriller",False
Infinite,infinite,2012,5000.0,,"Science Fiction, Drama",False
The Legend of Seven Cutter,the legend of seven cutter,2006,1700000.0,,"Action, Comedy",False
Lootera,lootera,2013,4100000.0,4300000.0,"Drama, Romance",False
Remains,remains,2011,750000.0,,"Drama, Horror, Action, Thriller",False
The Program,the program,2015,,3286448.0,Drama,False
Witchboard 2: The Devil's Doorway,witchboard 2: the devil's doorway,1993,,168180.0,"Mystery, Horror",False
White Rabbit,white rabbit,2013,2000000.0,,Drama,False
Helios,helios,2015,25784494.0,,"Crime, Action",True
Carnival of Souls,carnival of souls,1998,2000000.0,,"Horror, Thriller",False
Full Out,full out,2015,1500000.0,,"History, Drama, Family",True
Bangalore Days,bangalore days,2014,7400000.0,1300000.0,"Drama, Family, Romance",False
Ohm Shanthi Oshaana,ohm shanthi oshaana,2014,220000.0,1500000.0,"Comedy, Romance",False
Alaipayuthey,alaipayuthey,2000,2000000.0,6000000.0,"Romance, Drama",False
Vaaranam Aayiram,vaaranam aayiram,2008,3000000.0,14000000.0,"Drama, Comedy, Thriller, Romance",False
Little Witch Academia,little witch academia,2013,480000.0,,"Action, Animation, Comedy, Fantasy",False
Cemetery of Splendour,cemetery of splendour,2015,980000.0,,"Drama, Fantasy",False
Crumbs,crumbs,2015,200000.0,,"Adventure, Drama, Science Fiction",False
The Idealist,the idealist,2015,2907868.0,,Thriller,False
Arthur & Merlin,arthur & merlin,2015,3000000.0,,Fantasy,False
Nightbeast,nightbeast,1982,14000.0,,"Horror, Science Fiction",False
The Club,the club,2015,,52761.0,Drama,False
Hotel Transylvania 2,hotel transylvania 2,2015,80000000.0,473226958.0,"Animation, Comedy, Family",False
Too Young to Marry,too young to marry,2007,2.0,,"Comedy, Drama, Romance",False
Godfather,godfather,1991,18000.0,700000.0,"Comedy, Romance",False
Varalaru,varalaru,2006,500000.0,500000.0,Drama,False
Necessary Evil,necessary evil,2008,950000.0,,Thriller,False
Freeheld,freeheld,2015,7000000.0,573335.0,"Romance, Drama",False
By the Sea,by the sea,2015,10000000.0,3727746.0,"Drama, Romance",True
The Little Prince,the little prince,2015,64000000.0,97571250.0,"Adventure, Animation, Fantasy",True
Food Chains,food chains,2014,913000.0,,Documentary,False
Narcopolis,narcopolis,2015,1500000.0,,"Thriller, Mystery, Science Fiction",False
Ashby,ashby,2015,,4631.0,"Drama, Romance, Comedy",False
Dheepan,dheepan,2015,,248392.0,"Crime, Drama",False
The Cut,the cut,2014,16000000.0,,"History, Drama",False
Beyond the Mask,beyond the mask,2015,,1236094.0,Action,False
Wonder Woman,wonder woman,2017,149000000.0,820580447.0,"Action, Adventure, Fantasy",False
Iron Sky: The Coming Race,iron sky: the coming race,2018,18000000.0,,"Action, Comedy, Fantasy, Science Fiction",False
The Circle,the circle,2017,18000000.0,20497844.0,"Drama, Thriller, Science Fiction",False
Silence,silence,2016,46000000.0,23737523.0,"Drama, History",False
The Clan,the clan,2015,,20381995.0,"Drama, History, Crime, Thriller",False
Bikini Girls on Ice,bikini girls on ice,2009,191000.0,,Horror,False
Glen Campbell: I'll Be Me,glen campbell: i'll be me,2014,,365522.0,"Documentary, Music",False
Bridge of Spies,bridge of spies,2015,40000000.0,165478348.0,"Thriller, Drama",False
A Tale of Love and Darkness,a tale of love and darkness,2015,4000000.0,,Drama,True
Moscow Heat,moscow heat,2004,,1100000.0,"Action, Drama, Thriller",False
The Italian Key,the italian key,2011,1800000.0,,,False
Mune: Guardian of the Moon,mune: guardian of the moon,2015,,15730665.0,Animation,False
A Bigger Splash,a bigger splash,2015,,1982505.0,"Crime, Drama, Mystery, Thriller",False
Morlang,morlang,2001,500000.0,,"Drama, Foreign, Romance, Thriller",False
El pico 2,el pico 2,1984,,930349.0,Drama,False
Where Hope Grows,where hope grows,2014,,1156000.0,Drama,False
Ghost Writer,ghost writer,2007,3000000.0,,"Comedy, Horror",False
Into the Grizzly Maze,into the grizzly maze,2015,10000000.0,,"Action, Horror, Thriller",True
Human,human,2015,13000000.0,,Documentary,False
Roukli,roukli,2015,17973.0,,Drama,False
Swat: Unit 887,swat: unit 887,2015,2000000.0,,"Thriller, Action",False
Say Uncle,say uncle,2005,650000.0,,"Drama, Comedy",False
Nous York,nous york,2012,5.0,,Comedy,False
The Invitation,the invitation,2015,,231737.0,Thriller,True
Schoolgirls in Chains,schoolgirls in chains,1973,45000.0,,Horror,False
Criminally Insane,criminally insane,1975,30000.0,,Horror,False
Eden,eden,2015,2300000.0,,"Thriller, Drama",False
Cruel World,cruel world,2005,2000000.0,16344.0,"Thriller, Horror, Comedy",False
"Hail, Caesar!","hail, caesar!",2016,22000000.0,63647656.0,"Comedy, Drama, Mystery",True
Miss Conception,miss conception,2008,6000000.0,,"Comedy, Romance",False
Cayman Went,cayman went,2009,800000.0,,"Family, Drama, Romance, TV Movie",False
Hunt to Kill,hunt to kill,2010,2300000.0,,"Action, Adventure, Thriller",True
iNumber Number,inumber number,2013,747487.0,,"Action, Crime, Drama",False
Look Who's Back,look who's back,2015,3196621.0,25513752.0,Comedy,True
TimeScapes,timescapes,2012,350000.0,,Documentary,False
Peace Officer,peace officer,2015,,26632.0,Documentary,False
Difret,difret,2014,,49667.0,Drama,False
The Blackcoat's Daughter,the blackcoat's daughter,2015,,19980.0,"Horror, Thriller",True
The Cost of Love,the cost of love,2011,300000.0,,"Drama, Comedy",False
Re-Kill,re-kill,2015,9500000.0,,"Horror, Science Fiction",False
Catch That Girl,catch that girl,2002,2600000.0,,"Action, Family",False
Standing Tall,standing tall,2015,5000000.0,26144.0,Drama,False
Bicycle Dreams,bicycle dreams,2009,300000.0,,,False
Big Match,big match,2014,500.0,,"Comedy, Action, Thriller",False
A Better Tomorrow,a better tomorrow,2010,8700000.0,,"Drama, Action, Thriller",False
A Good Man,a good man,2014,7000000.0,,Action,False
Once a Gangster,once a gangster,2010,2000000.0,,"Action, Comedy, Crime",True
Countdown,countdown,2011,6000000.0,,"Action, Thriller, Foreign",False
Righteous Ties,righteous ties,2006,4500000.0,,"Action, Adventure, Crime, Drama, Foreign",False
Turning Point,turning point,2009,1680000.0,,"Action, Crime, Drama, Family, Foreign, Thriller",False
Hidden,hidden,2009,2215773.0,,"Thriller, Horror",False
Straight A's,straight a's,2013,7000000.0,,"Comedy, Drama",False
Clockstoppers,clockstoppers,2002,26000000.0,38793283.0,"Adventure, Family, Science Fiction, Thriller",False
Bunshinsaba: Ouija Board,bunshinsaba: ouija board,2004,2500000.0,,Horror,False
The Bullet Vanishes,the bullet vanishes,2012,12000000.0,117629.0,"Action, Mystery",False
No. 2,no. 2,2006,5000000.0,,"Comedy, Drama",False
R2B: Return to Base,r2b: return to base,2012,10000000.0,,"Action, Drama, Romance",False
Legendary Assassin,legendary assassin,2008,515788.0,,Action,False
Runaway,runaway,2005,2000000.0,,"Drama, Thriller",False
Fakta Ladh Mhana,fakta ladh mhana,2011,10.0,,,True
Open City,open city,2008,,11095236.0,"Thriller, Drama, Action",False
Overheard 2,overheard 2,2011,8000000.0,,"Action, Drama, Thriller",False
Heaven's Soldiers,heaven's soldiers,2005,8000000.0,,"Science Fiction, Action, Comedy",False
Confessions of a Dangerous Mind,confessions of a dangerous mind,2002,30000000.0,33013805.0,"Comedy, Crime, Drama, Romance, Thriller",False
Goosebumps,goosebumps,2015,58000000.0,158162788.0,"Adventure, Horror, Comedy",False
Back in Time,back in time,2015,190000.0,,"History, Documentary, Family",False
Creative Control,creative control,2016,1000000.0,,"Drama, Science Fiction",False
The Measure of a Man,the measure of a man,2015,,106498.0,Drama,False
Rita's Last Fairy Tale,rita's last fairy tale,2012,200000.0,486937.0,,False
I,i,2015,16000000.0,,"Thriller, Action, Romance",False
The Shift,the shift,2009,1200000.0,,"Documentary, Drama",False
The Perfect Guy,the perfect guy,2015,12000000.0,60273173.0,"Drama, Thriller",False
Rock the Kasbah,rock the kasbah,2015,15000000.0,3020664.0,"Comedy, Music, War",True
Night Game,night game,1989,,337812.0,"Horror, Drama, Thriller, Crime",False
Freaks of Nature,freaks of nature,2015,,70958.0,"Science Fiction, Comedy, Horror",False
The Treasure,the treasure,2015,,33508.0,Comedy,False
The Professor and His Beloved Equation,the professor and his beloved equation,2006,5000000.0,,"Drama, Family, Romance",False
Bikini Model Academy,bikini model academy,2015,500000.0,,Comedy,False
Badge of Honor,badge of honor,2015,5000000.0,,"Drama, Crime, Thriller",False
The Curse of Downers Grove,the curse of downers grove,2015,2000000.0,,"Thriller, Mystery, Horror, Drama",False
Momentum,momentum,2015,20000000.0,133332.0,"Action, Thriller",False
Aferim!,aferim!,2015,1379375.0,105097.0,"Drama, History",False
House of Boys,house of boys,2009,2500000.0,,"Drama, Romance",False
The Blue Veil,the blue veil,1951,,3550000.0,Drama,False
1944,1944,2015,2000000.0,,"War, Drama",False
Hide Away,hide away,2012,,30655.0,"Drama, Romance",False
Alive,alive,2006,,3214998.0,"Drama, Mystery",False
Bone Tomahawk,bone tomahawk,2015,1800000.0,,"Horror, Western, Adventure, Drama",False
Paranormal Activity: The Ghost Dimension,paranormal activity: the ghost dimension,2015,10000000.0,78096553.0,"Horror, Thriller",False
Pyaar Ka Punchnama 2,pyaar ka punchnama 2,2015,1.0,,"Romance, Comedy, Drama",True
Imagination,imagination,2008,110000.0,,"Fantasy, Drama, Science Fiction",False
The Chinese Botanist's Daughters,the chinese botanist's daughters,2006,3910000.0,,Drama,False
Blinky Bill the Movie,blinky bill the movie,2015,12796917.0,,"Family, Animation",False
Jem and the Holograms,jem and the holograms,2015,5000000.0,2333684.0,"Drama, Music, Adventure, Fantasy",True
The 33,the 33,2015,25000000.0,24902723.0,"Drama, History",False
The Watermen,the watermen,2011,1150000.0,,"Horror, Thriller",False
Suburra,suburra,2015,7000000.0,,"Crime, Drama, Thriller",True
Revelation,revelation,2001,,10000000.0,"Fantasy, Horror, Science Fiction, Foreign",False
David,david,1997,15000000.0,,"Drama, History",False
Hard,hard,1998,,264.0,Thriller,False
Fathers and Daughters,fathers and daughters,2015,2240000.0,,Drama,False
The Dressmaker,the dressmaker,2015,11930000.0,18340000.0,Drama,False
Half Past Dead 2,half past dead 2,2007,1500000.0,,"Crime, Action",False
The Big Bad Wolf,the big bad wolf,1934,27878.0,,Animation,False
Babes in the Woods,babes in the woods,1932,16855.0,,Animation,False
Flowers and Trees,flowers and trees,1932,15887.0,,Animation,False
Little Hiawatha,little hiawatha,1937,33500.0,,Animation,False
Three Orphan Kittens,three orphan kittens,1935,25771.0,,Animation,False
Who Killed Cock Robin?,who killed cock robin?,1935,27715.0,,Animation,False
The Flying Mouse,the flying mouse,1934,31386.0,,Animation,False
Million Dollar Crocodile,million dollar crocodile,2012,4700000.0,,"Crime, Drama, Horror, Thriller",False
Dysfunctional Friends,dysfunctional friends,2012,1800000.0,,"Comedy, Romance",False
Needle,needle,2010,3500000.0,,"Horror, Thriller, Mystery",False
Strictly Business,strictly business,1991,,7683267.0,"Comedy, Romance",False
Trumbo,trumbo,2015,15000000.0,8235661.0,Drama,True
Exterminators of the Year 3000,exterminators of the year 3000,1983,,606694.0,"Science Fiction, Action",False
Yolngu Boy,yolngu boy,2001,,671.0,Drama,False
Marguerite,marguerite,2015,,497323.0,Drama,False
Lake Placid 3,lake placid 3,2010,2500000.0,,"Horror, Action, Science Fiction, Thriller",False
Huie's Sermon,huie's sermon,1983,58000.0,,Documentary,False
The Dark Glow of the Mountain,the dark glow of the mountain,1985,62500.0,,Documentary,False
American Warships,american warships,2012,,1000000.0,"Action, Thriller, Science Fiction",False
Wolf Warrior,wolf warrior,2015,12000000.0,80000000.0,"Adventure, Action, War",False
Concussion,concussion,2015,35000000.0,50363790.0,Drama,False
The Phoenix Incident,the phoenix incident,2015,1300000.0,,"Horror, Thriller, Science Fiction",False
United Passions,united passions,2014,27000000.0,,Drama,False
The Peanuts Movie,the peanuts movie,2015,99000000.0,246233113.0,Animation,False
The Haunting of Whaley House,the haunting of whaley house,2012,115000.0,,Horror,False
Antikiller,antikiller,2002,5000000.0,340312.0,"Action, Crime",False
OceanWorld 3D,oceanworld 3d,2009,8000000.0,,Documentary,False
A Distant Neighborhood,a distant neighborhood,2010,18000000.0,,Drama,False
A Nymphoid Barbarian in Dinosaur Hell,a nymphoid barbarian in dinosaur hell,1990,40000.0,,"Fantasy, Science Fiction, Horror",False
Duniyadari,duniyadari,2014,390000.0,3.0,,False
Shikshanachya Aaicha Gho,shikshanachya aaicha gho,2010,380000.0,520000.0,Comedy,False
"Just Let It Go, Friends","just let it go, friends",1983,14000.0,,Comedy,False
Dil To Pagal Hai,dil to pagal hai,1997,1300000.0,11000000.0,"Drama, Romance, Comedy",False
11 Minutes,11 minutes,2015,2023012.0,,"Drama, Thriller",False
That's It,that's it,2008,4000.0,,"Comedy, Romance",False
The Boy and the Beast,the boy and the beast,2015,,490643.0,"Fantasy, Action, Adventure, Animation",False
The Master and Margarita,the master and margarita,2005,5000000.0,,"Drama, Mystery, Romance",False
Seasick,seasick,1996,1000000.0,,"Thriller, Drama",False
Fiza,fiza,2000,1000000.0,623791.0,"Drama, Foreign, Romance",True
The Falling,the falling,2014,750000.0,,"Drama, Thriller",False
Big Love,big love,2012,2742651.0,,"Drama, Romance, Thriller",False
Match,match,2012,8000000.0,,"Drama, History",False
The Connection,the connection,1962,167.0,,Drama,False
Creed,creed,2015,37000000.0,173567581.0,Drama,False
William & Kate,william & kate,2011,20.0,15.0,"Drama, Romance",False
Solace,solace,2015,,22586863.0,"Crime, Drama, Mystery",False
The Mighty Angel,the mighty angel,2014,2100000.0,,Drama,False
Baby Blues,baby blues,2012,1635794.0,,"Drama, Thriller",False
A Nanny for Christmas,a nanny for christmas,2010,2000000.0,,"Comedy, Family",False
The Hot Flashes,the hot flashes,2013,4000000.0,,Comedy,False
Lost in the Sun,lost in the sun,2015,25000.0,25000.0,"Action, Crime, Drama, Thriller",False
Jigarthanda,jigarthanda,2014,1600000.0,,"Action, Drama, Thriller",False
Louder Than Bombs,louder than bombs,2015,11000000.0,161789.0,Drama,False
Heist,heist,2015,8900000.0,4100000.0,"Crime, Action, Thriller",False
